case;id;position;input;word;ldo;ldo_acc;ldo_acc_mean;ldo_acc_mean_dik;udo;udo_acc;udo_acc_mean;udo_acc_mean_dik;OND_mean_1;OLD20_m_mean_1;OLD20_sd_mean_1;OUP_mean_1;OS_mean_1;l1;l2;l3;l4;l5;l6;l7;l_avg.1;l_avg.2;l_avg.3;l_avg.4;l_avg.5;l_avg.6;l_avg.7;l_ratio_1;l_ratio_2;l_ratio_3;l_ratio_4;l_ratio_5;l_ratio_6;l_ratio_7;l_mean;l_min;l_max;l_sd;l_avg_mean;l_avg_min;l_avg_max;l_avg_sd;l_ratio_mean;l_ratio_min;l_ratio_max;l_ratio_sd;bg1;bg2;bg3;bg4;bg5;bg6;bg_avg.1;bg_avg.2;bg_avg.3;bg_avg.4;bg_avg.5;bg_avg.6;bg1_ratio;bg2_ratio;bg3_ratio;bg4_ratio;bg5_ratio;bg6_ratio;bg_mean;bg_min;bg_max;bg_sd;bg_avg_mean;bg_avg_min;bg_avg_max;bg_avg_sd;bg_ratio_mean;bg_ratio_min;bg_ratio_max;bg_ratio_sd;tg1;tg2;tg3;tg4;tg5;tg_mean;tg_min;tg_max;tg_sd;CV;CV_freq;CV_beg;CV_end;filter_$;LG_l_mean;LG_l_min;LG_l_avg_mean;LG_l_avg_min;LG_l_ratio_mean;LG_l_ratio_min;LG_bg_mean;LG_bg_min;LG_bg_avg_mean;LG_bg_avg_min;LG_bg_ratio_mean;LG_bg_ratio_min;LG_CV_freq;ZOND_mean_1;ZOLD20_m_mean_1;ZOLD20_sd_mean_1;ZOUP_mean_1;ZOS_mean_1;ZCV_beg;ZLG_CV_freq;ZLG_l_mean;ZLG_l_min;ZLG_l_avg_mean;ZLG_l_avg_min;ZLG_l_ratio_mean;ZLG_l_ratio_min;ZLG_bg_mean;ZLG_bg_min;ZLG_bg_avg_mean;ZLG_bg_avg_min;ZLG_bg_ratio_mean;ZLG_bg_ratio_min
6445;921;5;##matkoja####;matkoja;matkoja;1;1;1;matkoja;1;1;1;0;2,95;,223606798;5;0;139;410;133;141;88;59;555;91,7857142857143;355,749055585537;235,241032998565;179,110953058321;134,634899328859;47,2232142857143;355,749055585537;1,51439688715953;1,15249778899671;,565377554692217;,787221538339356;,653619532815569;1,24938551711099;1,56008847047116;217,857142857143;59;555;187,975555655009;199,92770358975;47,2232142857143;355,749055585537;122,145716942719;1,06894104136936;,565377554692217;1,56008847047116;,405099301721398;26;20;9;9;24;53;20,2083333333333;30,2436974789916;6,69230769230769;42,38;20,9607843137255;34,2;,77724358974359;1,51218487394958;,743589743589744;4,70888888888889;,873366013071895;,645283018867925;1485,71428571429;13;10000;3754,67201027758;25,7808538030597;6,69230769230769;42,38;12,5298786723455;1,54342602135194;,645283018867925;4,70888888888889;1,58136308496077;5;3;1;3;24;7,2;1;24;9,49736805646701;CVCCVCV;1162;1;1;0;2,33817180366855;1,77085201164214;2,3008729776225;1,6741555443488;,0289537518747452;-,24766143685606;3,17193529928452;1,11394335230684;1,41129729609796;,825575900311782;,188485817952482;-,190249763544654;3,06520612805431; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6446;921;6;#matkoja#####;matkoja;matkoja;1;1;1;matkoja;1;1;1;0;2,95;,223606798;5;0;139;410;133;141;88;59;555;91,7857142857143;355,749055585537;235,241032998565;179,110953058321;134,634899328859;47,2232142857143;355,749055585537;1,51439688715953;1,15249778899671;,565377554692217;,787221538339356;,653619532815569;1,24938551711099;1,56008847047116;217,857142857143;59;555;187,975555655009;199,92770358975;47,2232142857143;355,749055585537;122,145716942719;1,06894104136936;,565377554692217;1,56008847047116;,405099301721398;26;20;9;9;24;53;20,2083333333333;30,2436974789916;6,69230769230769;42,38;20,9607843137255;34,2;,77724358974359;1,51218487394958;,743589743589744;4,70888888888889;,873366013071895;,645283018867925;64,7142857142857;12;139;45,1099186643554;25,7808538030597;6,69230769230769;42,38;12,5298786723455;1,54342602135194;,645283018867925;4,70888888888889;1,58136308496077;5;3;1;3;24;7,2;1;24;9,49736805646701;CVCCVCV;1162;1;1;0;2,33817180366855;1,77085201164214;2,3008729776225;1,6741555443488;,0289537518747452;-,24766143685606;1,81100016199857;1,07918124604762;1,41129729609796;,825575900311782;,188485817952482;-,190249763544654;3,06520612805431; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6447;921;7;matkoja######;matkoja;matkoja;1;1;1;matkoja;1;1;1;0;2,95;,223606798;5;0;139;410;133;141;88;59;555;91,7857142857143;355,749055585537;235,241032998565;179,110953058321;134,634899328859;47,2232142857143;355,749055585537;1,51439688715953;1,15249778899671;,565377554692217;,787221538339356;,653619532815569;1,24938551711099;1,56008847047116;217,857142857143;59;555;187,975555655009;199,92770358975;47,2232142857143;355,749055585537;122,145716942719;1,06894104136936;,565377554692217;1,56008847047116;,405099301721398;26;20;9;9;24;53;20,2083333333333;30,2436974789916;6,69230769230769;42,38;20,9607843137255;34,2;,77724358974359;1,51218487394958;,743589743589744;4,70888888888889;,873366013071895;,645283018867925;120,571428571429;10;555;194,239420254881;25,7808538030597;6,69230769230769;42,38;12,5298786723455;1,54342602135194;,645283018867925;4,70888888888889;1,58136308496077;5;3;1;3;24;7,2;1;24;9,49736805646701;CVCCVCV;1162;1;1;0;2,33817180366855;1,77085201164214;2,3008729776225;1,6741555443488;,0289537518747452;-,24766143685606;2,0812444066114;1;1,41129729609796;,825575900311782;,188485817952482;-,190249763544654;3,06520612805431; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6448;922;1;######mattila;mattila;mattila;1;1;1;mattila;1;1;1;1;2,75;,550119604;4;1;139;410;133;288;199;213;555;91,7857142857143;355,749055585537;235,241032998565;235,241032998565;213,961077844311;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,565377554692217;1,22427620865683;,930075703510908;1,34839554682384;1,56008847047116;276,714285714286;133;555;155,484955634207;235,098926648516;91,7857142857143;355,749055585537;96,6505698811039;1,18501545147303;,565377554692217;1,56008847047116;,348187966228401;26;20;21;41;18;108;20,2083333333333;30,2436974789916;57,9815950920245;29,5467625899281;26,7777777777778;73,4719101123596;,77724358974359;1,51218487394958;2,76102833771545;,720652746095806;1,48765432098765;,680295464003329;4319,28571428571;96;10000;3860,80590526061;39,7050127307358;20,2083333333333;73,4719101123596;21,0436558841864;1,3231765554159;,680295464003329;2,76102833771545;,800570879960743;5;5;5;6;9;6;5;9;1,73205080756888;CVCCVCV;1162;1;1;1;2,44203158070485;2,12385164096709;2,37125064634446;1,96277509198908;,0737240131695186;-,24766143685606;3,6354119329277;1,98227123303957;1,59884533960618;1,30553049689066;,121617797269153;-,167302424769098;3,06520612805431;,377252646704114;-,655206450848704;-,252910014482843;-,819302487392242;,56350665259781;,535591062619406;,429760546580888;1,31881655192353;1,25645514918026;,87511621014402;,16470583670021;,952824186122481;,698669068738839;-,069446420079014;,560352633353074;,573789151454598;1,18773885424531;-,189048136972872;-,0396712822929586
6449;922;2;#####mattila#;mattila;mattila;1;1;1;mattila;1;1;1;1;2,75;,550119604;4;1;139;410;133;288;199;213;555;91,7857142857143;355,749055585537;235,241032998565;235,241032998565;213,961077844311;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,565377554692217;1,22427620865683;,930075703510908;1,34839554682384;1,56008847047116;276,714285714286;133;555;155,484955634207;235,098926648516;91,7857142857143;355,749055585537;96,6505698811039;1,18501545147303;,565377554692217;1,56008847047116;,348187966228401;26;20;21;41;18;108;20,2083333333333;30,2436974789916;57,9815950920245;29,5467625899281;26,7777777777778;73,4719101123596;,77724358974359;1,51218487394958;2,76102833771545;,720652746095806;1,48765432098765;,680295464003329;4050,57142857143;96;10000;4106,7585700137;39,7050127307358;20,2083333333333;73,4719101123596;21,0436558841864;1,3231765554159;,680295464003329;2,76102833771545;,800570879960743;5;5;5;6;9;6;5;9;1,73205080756888;CVCCVCV;1162;1;1;0;2,44203158070485;2,12385164096709;2,37125064634446;1,96277509198908;,0737240131695186;-,24766143685606;3,60751629500962;1,98227123303957;1,59884533960618;1,30553049689066;,121617797269153;-,167302424769098;3,06520612805431; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6450;922;3;####mattila##;mattila;mattila;1;1;1;mattila;1;1;1;1;2,75;,550119604;4;1;139;410;133;288;199;213;555;91,7857142857143;355,749055585537;235,241032998565;235,241032998565;213,961077844311;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,565377554692217;1,22427620865683;,930075703510908;1,34839554682384;1,56008847047116;276,714285714286;133;555;155,484955634207;235,098926648516;91,7857142857143;355,749055585537;96,6505698811039;1,18501545147303;,565377554692217;1,56008847047116;,348187966228401;26;20;21;41;18;108;20,2083333333333;30,2436974789916;57,9815950920245;29,5467625899281;26,7777777777778;73,4719101123596;,77724358974359;1,51218487394958;2,76102833771545;,720652746095806;1,48765432098765;,680295464003329;3501,14285714286;87;10000;4363,89754800956;39,7050127307358;20,2083333333333;73,4719101123596;21,0436558841864;1,3231765554159;,680295464003329;2,76102833771545;,800570879960743;5;5;5;6;9;6;5;9;1,73205080756888;CVCCVCV;1162;1;1;0;2,44203158070485;2,12385164096709;2,37125064634446;1,96277509198908;,0737240131695186;-,24766143685606;3,54420983164566;1,93951925261862;1,59884533960618;1,30553049689066;,121617797269153;-,167302424769098;3,06520612805431; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6451;922;4;###mattila###;mattila;mattila;1;1;1;mattila;1;1;1;1;2,75;,550119604;4;1;139;410;133;288;199;213;555;91,7857142857143;355,749055585537;235,241032998565;235,241032998565;213,961077844311;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,565377554692217;1,22427620865683;,930075703510908;1,34839554682384;1,56008847047116;276,714285714286;133;555;155,484955634207;235,098926648516;91,7857142857143;355,749055585537;96,6505698811039;1,18501545147303;,565377554692217;1,56008847047116;,348187966228401;26;20;21;41;18;108;20,2083333333333;30,2436974789916;57,9815950920245;29,5467625899281;26,7777777777778;73,4719101123596;,77724358974359;1,51218487394958;2,76102833771545;,720652746095806;1,48765432098765;,680295464003329;2654,42857142857;70;10000;4373,27249159188;39,7050127307358;20,2083333333333;73,4719101123596;21,0436558841864;1,3231765554159;,680295464003329;2,76102833771545;,800570879960743;5;5;5;6;9;6;5;9;1,73205080756888;CVCCVCV;1162;1;1;0;2,44203158070485;2,12385164096709;2,37125064634446;1,96277509198908;,0737240131695186;-,24766143685606;3,42397104331372;1,84509804001426;1,59884533960618;1,30553049689066;,121617797269153;-,167302424769098;3,06520612805431; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6452;922;5;##mattila####;mattila;mattila;1;1;1;mattila;1;1;1;1;2,75;,550119604;4;1;139;410;133;288;199;213;555;91,7857142857143;355,749055585537;235,241032998565;235,241032998565;213,961077844311;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,565377554692217;1,22427620865683;,930075703510908;1,34839554682384;1,56008847047116;276,714285714286;133;555;155,484955634207;235,098926648516;91,7857142857143;355,749055585537;96,6505698811039;1,18501545147303;,565377554692217;1,56008847047116;,348187966228401;26;20;21;41;18;108;20,2083333333333;30,2436974789916;57,9815950920245;29,5467625899281;26,7777777777778;73,4719101123596;,77724358974359;1,51218487394958;2,76102833771545;,720652746095806;1,48765432098765;,680295464003329;1518,28571428571;47;10000;3740,35825887867;39,7050127307358;20,2083333333333;73,4719101123596;21,0436558841864;1,3231765554159;,680295464003329;2,76102833771545;,800570879960743;5;5;5;6;9;6;5;9;1,73205080756888;CVCCVCV;1162;1;1;0;2,44203158070485;2,12385164096709;2,37125064634446;1,96277509198908;,0737240131695186;-,24766143685606;3,18135350572398;1,67209785793572;1,59884533960618;1,30553049689066;,121617797269153;-,167302424769098;3,06520612805431; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6453;922;6;#mattila#####;mattila;mattila;1;1;1;mattila;1;1;1;1;2,75;,550119604;4;1;139;410;133;288;199;213;555;91,7857142857143;355,749055585537;235,241032998565;235,241032998565;213,961077844311;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,565377554692217;1,22427620865683;,930075703510908;1,34839554682384;1,56008847047116;276,714285714286;133;555;155,484955634207;235,098926648516;91,7857142857143;355,749055585537;96,6505698811039;1,18501545147303;,565377554692217;1,56008847047116;,348187966228401;26;20;21;41;18;108;20,2083333333333;30,2436974789916;57,9815950920245;29,5467625899281;26,7777777777778;73,4719101123596;,77724358974359;1,51218487394958;2,76102833771545;,720652746095806;1,48765432098765;,680295464003329;98,1428571428571;28;178;53,2084848228443;39,7050127307358;20,2083333333333;73,4719101123596;21,0436558841864;1,3231765554159;,680295464003329;2,76102833771545;,800570879960743;5;5;5;6;9;6;5;9;1,73205080756888;CVCCVCV;1162;1;1;0;2,44203158070485;2,12385164096709;2,37125064634446;1,96277509198908;,0737240131695186;-,24766143685606;1,99185869704529;1,44715803134222;1,59884533960618;1,30553049689066;,121617797269153;-,167302424769098;3,06520612805431; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6454;922;7;mattila######;mattila;mattila;1;1;1;mattila;1;1;1;1;2,75;,550119604;4;1;139;410;133;288;199;213;555;91,7857142857143;355,749055585537;235,241032998565;235,241032998565;213,961077844311;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,565377554692217;1,22427620865683;,930075703510908;1,34839554682384;1,56008847047116;276,714285714286;133;555;155,484955634207;235,098926648516;91,7857142857143;355,749055585537;96,6505698811039;1,18501545147303;,565377554692217;1,56008847047116;,348187966228401;26;20;21;41;18;108;20,2083333333333;30,2436974789916;57,9815950920245;29,5467625899281;26,7777777777778;73,4719101123596;,77724358974359;1,51218487394958;2,76102833771545;,720652746095806;1,48765432098765;,680295464003329;140,857142857143;22;555;190,704333608712;39,7050127307358;20,2083333333333;73,4719101123596;21,0436558841864;1,3231765554159;,680295464003329;2,76102833771545;,800570879960743;5;5;5;6;9;6;5;9;1,73205080756888;CVCCVCV;1162;1;1;0;2,44203158070485;2,12385164096709;2,37125064634446;1,96277509198908;,0737240131695186;-,24766143685606;2,14877887492695;1,34242268082221;1,59884533960618;1,30553049689066;,121617797269153;-,167302424769098;3,06520612805431; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6455;923;1;######maunula;maunula;maunula;1;1;1;maunula;1;1;1;0;3,2;,523148364;3;0;139;410;99;102;61;213;555;91,7857142857143;355,749055585537;164,761038961039;362,577085088458;164,761038961039;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,600870209512399;,281319488172053;,370233159396529;1,34839554682384;1,56008847047116;225,571428571429;61;555;186,44199915153;236,192643672672;91,7857142857143;362,577085088458;116,717815805873;,975400221504603;,281319488172053;1,56008847047116;,546369042332376;26;21;13;3;8;108;20,2083333333333;15,7843137254902;16,0140845070423;15,4444444444444;18,6825396825397;73,4719101123596;,77724358974359;,751633986928105;1,23185265438787;5,14814814814815;2,33531746031746;,680295464003329;4319,28571428571;96;10000;3860,80590526061;26,6009376342016;15,4444444444444;73,4719101123596;23,039108616126;1,82074855058808;,680295464003329;5,14814814814815;1,74446034162443;1;4;1;2;8;3,2;1;8;2,94957624075053;CVVCVCV;903;1;1;1;2,35328408999404;1,78532983501077;2,37326636718894;1,96277509198908;-,0108171501200767;-,550800181405991;3,6354119329277;1,98227123303957;1,42489694498381;1,18877229081477;,260249972905123;-,167302424769098;2,95568775031351;-,762483446057557;,3407162070872;-,409624801571316;-1,58215396541109;-,789450496496574;,535591062619406;,19306974673657;,531454232408128;,233851076993747;,899687739910325;,16470583670021;-,0342358163899821;-,498601369087534;-,069446420079014;,560352633353074;-,491875976513186;,80758447090448;,448206260077081;-,0396712822929586
6456;923;2;#####maunula#;maunula;maunula;1;1;1;maunula;1;1;1;0;3,2;,523148364;3;0;139;410;99;102;61;213;555;91,7857142857143;355,749055585537;164,761038961039;362,577085088458;164,761038961039;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,600870209512399;,281319488172053;,370233159396529;1,34839554682384;1,56008847047116;225,571428571429;61;555;186,44199915153;236,192643672672;91,7857142857143;362,577085088458;116,717815805873;,975400221504603;,281319488172053;1,56008847047116;,546369042332376;26;21;13;3;8;108;20,2083333333333;15,7843137254902;16,0140845070423;15,4444444444444;18,6825396825397;73,4719101123596;,77724358974359;,751633986928105;1,23185265438787;5,14814814814815;2,33531746031746;,680295464003329;4040,85714285714;51;10000;4117,6743609539;26,6009376342016;15,4444444444444;73,4719101123596;23,039108616126;1,82074855058808;,680295464003329;5,14814814814815;1,74446034162443;1;4;1;2;8;3,2;1;8;2,94957624075053;CVVCVCV;903;1;1;0;2,35328408999404;1,78532983501077;2,37326636718894;1,96277509198908;-,0108171501200767;-,550800181405991;3,60647349702381;1,70757017609794;1,42489694498381;1,18877229081477;,260249972905123;-,167302424769098;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6457;923;3;####maunula##;maunula;maunula;1;1;1;maunula;1;1;1;0;3,2;,523148364;3;0;139;410;99;102;61;213;555;91,7857142857143;355,749055585537;164,761038961039;362,577085088458;164,761038961039;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,600870209512399;,281319488172053;,370233159396529;1,34839554682384;1,56008847047116;225,571428571429;61;555;186,44199915153;236,192643672672;91,7857142857143;362,577085088458;116,717815805873;,975400221504603;,281319488172053;1,56008847047116;,546369042332376;26;21;13;3;8;108;20,2083333333333;15,7843137254902;16,0140845070423;15,4444444444444;18,6825396825397;73,4719101123596;,77724358974359;,751633986928105;1,23185265438787;5,14814814814815;2,33531746031746;,680295464003329;3478,28571428571;51;10000;4384,54162234722;26,6009376342016;15,4444444444444;73,4719101123596;23,039108616126;1,82074855058808;,680295464003329;5,14814814814815;1,74446034162443;1;4;1;2;8;3,2;1;8;2,94957624075053;CVVCVCV;903;1;1;0;2,35328408999404;1,78532983501077;2,37326636718894;1,96277509198908;-,0108171501200767;-,550800181405991;3,54136525306671;1,70757017609794;1,42489694498381;1,18877229081477;,260249972905123;-,167302424769098;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6458;923;4;###maunula###;maunula;maunula;1;1;1;maunula;1;1;1;0;3,2;,523148364;3;0;139;410;99;102;61;213;555;91,7857142857143;355,749055585537;164,761038961039;362,577085088458;164,761038961039;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,600870209512399;,281319488172053;,370233159396529;1,34839554682384;1,56008847047116;225,571428571429;61;555;186,44199915153;236,192643672672;91,7857142857143;362,577085088458;116,717815805873;,975400221504603;,281319488172053;1,56008847047116;,546369042332376;26;21;13;3;8;108;20,2083333333333;15,7843137254902;16,0140845070423;15,4444444444444;18,6825396825397;73,4719101123596;,77724358974359;,751633986928105;1,23185265438787;5,14814814814815;2,33531746031746;,680295464003329;2625,14285714286;45;10000;4393,06769917376;26,6009376342016;15,4444444444444;73,4719101123596;23,039108616126;1,82074855058808;,680295464003329;5,14814814814815;1,74446034162443;1;4;1;2;8;3,2;1;8;2,94957624075053;CVVCVCV;903;1;1;0;2,35328408999404;1,78532983501077;2,37326636718894;1,96277509198908;-,0108171501200767;-,550800181405991;3,41915294217271;1,65321251377534;1,42489694498381;1,18877229081477;,260249972905123;-,167302424769098;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6459;923;5;##maunula####;maunula;maunula;1;1;1;maunula;1;1;1;0;3,2;,523148364;3;0;139;410;99;102;61;213;555;91,7857142857143;355,749055585537;164,761038961039;362,577085088458;164,761038961039;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,600870209512399;,281319488172053;,370233159396529;1,34839554682384;1,56008847047116;225,571428571429;61;555;186,44199915153;236,192643672672;91,7857142857143;362,577085088458;116,717815805873;,975400221504603;,281319488172053;1,56008847047116;,546369042332376;26;21;13;3;8;108;20,2083333333333;15,7843137254902;16,0140845070423;15,4444444444444;18,6825396825397;73,4719101123596;,77724358974359;,751633986928105;1,23185265438787;5,14814814814815;2,33531746031746;,680295464003329;1482,57142857143;35;10000;3755,99573380761;26,6009376342016;15,4444444444444;73,4719101123596;23,039108616126;1,82074855058808;,680295464003329;5,14814814814815;1,74446034162443;1;4;1;2;8;3,2;1;8;2,94957624075053;CVVCVCV;903;1;1;0;2,35328408999404;1,78532983501077;2,37326636718894;1,96277509198908;-,0108171501200767;-,550800181405991;3,17101562634465;1,54406804435028;1,42489694498381;1,18877229081477;,260249972905123;-,167302424769098;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6460;923;6;#maunula#####;maunula;maunula;1;1;1;maunula;1;1;1;0;3,2;,523148364;3;0;139;410;99;102;61;213;555;91,7857142857143;355,749055585537;164,761038961039;362,577085088458;164,761038961039;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,600870209512399;,281319488172053;,370233159396529;1,34839554682384;1,56008847047116;225,571428571429;61;555;186,44199915153;236,192643672672;91,7857142857143;362,577085088458;116,717815805873;,975400221504603;,281319488172053;1,56008847047116;,546369042332376;26;21;13;3;8;108;20,2083333333333;15,7843137254902;16,0140845070423;15,4444444444444;18,6825396825397;73,4719101123596;,77724358974359;,751633986928105;1,23185265438787;5,14814814814815;2,33531746031746;,680295464003329;76,2857142857143;28;178;58,3658412821355;26,6009376342016;15,4444444444444;73,4719101123596;23,039108616126;1,82074855058808;,680295464003329;5,14814814814815;1,74446034162443;1;4;1;2;8;3,2;1;8;2,94957624075053;CVVCVCV;903;1;1;0;2,35328408999404;1,78532983501077;2,37326636718894;1,96277509198908;-,0108171501200767;-,550800181405991;1,8824432170143;1,44715803134222;1,42489694498381;1,18877229081477;,260249972905123;-,167302424769098;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6461;923;7;maunula######;maunula;maunula;1;1;1;maunula;1;1;1;0;3,2;,523148364;3;0;139;410;99;102;61;213;555;91,7857142857143;355,749055585537;164,761038961039;362,577085088458;164,761038961039;157,965517241379;355,749055585537;1,51439688715953;1,15249778899671;,600870209512399;,281319488172053;,370233159396529;1,34839554682384;1,56008847047116;225,571428571429;61;555;186,44199915153;236,192643672672;91,7857142857143;362,577085088458;116,717815805873;,975400221504603;,281319488172053;1,56008847047116;,546369042332376;26;21;13;3;8;108;20,2083333333333;15,7843137254902;16,0140845070423;15,4444444444444;18,6825396825397;73,4719101123596;,77724358974359;,751633986928105;1,23185265438787;5,14814814814815;2,33531746031746;,680295464003329;130,142857142857;23;555;195,153297496633;26,6009376342016;15,4444444444444;73,4719101123596;23,039108616126;1,82074855058808;,680295464003329;5,14814814814815;1,74446034162443;1;4;1;2;8;3,2;1;8;2,94957624075053;CVVCVCV;903;1;1;0;2,35328408999404;1,78532983501077;2,37326636718894;1,96277509198908;-,0108171501200767;-,550800181405991;2,11442033695874;1,36172783601759;1,42489694498381;1,18877229081477;,260249972905123;-,167302424769098;2,95568775031351; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6462;924;1;######melassi;melassi;melassi;1;1;1;melassi;1;1;1;0;3,45;,604805319;4;0;139;195;173;198;223;138;163;91,7857142857143;184,351206434316;157,965517241379;355,749055585537;150,871520342612;150,871520342612;213,961077844311;1,51439688715953;1,05776362287858;1,09517572582406;,5565721029789;1,47807882822147;,914685552890415;,761820802373256;175,571428571429;138;223;31,7377647966222;186,507944582355;91,7857142857143;355,749055585537;83,3944045235289;1,05407050318946;,5565721029789;1,51439688715953;,352545370164225;22;24;20;44;71;48;15,8405797101449;28,8490566037736;73,4719101123596;29,7567567567568;60,6705882352941;35,7777777777778;,720026350461133;1,20204402515723;3,67359550561798;,676289926289926;,854515327257664;,74537037037037;4315,42857142857;69;10000;3865,73873307301;40,7277781993511;15,8405797101449;73,4719101123596;21,7955790834749;1,31197358419238;,676289926289926;3,67359550561798;1,1725310321612;2;3;7;20;3;7;2;20;7,51664818918645;CVCVCCV;2163;1;1;1;2,2444538428722;2,13987908640124;2,27069733595592;1,96277509198908;,0228696603282455;-,254478565565671;3,63502393260372;1,83884909073726;1,60989071889816;1,19977107121245;,117925090866642;-,169867081581431;3,33505651943909;-,762483446057557;,894006572607146;,0648380824902998;-,819302487392242;-,789450496496574;,535591062619406;1,01296042857994;-,434081075925296;1,30487073328542;-,350623289488763;,16470583670021;,359074399745287;,671744279936298;-,30967335942651;,151749065667869;,641456781053596;,843395526247885;-,206022503718681;-,0958055964768616
6463;924;2;#####melassi#;melassi;melassi;1;1;1;melassi;1;1;1;0;3,45;,604805319;4;0;139;195;173;198;223;138;163;91,7857142857143;184,351206434316;157,965517241379;355,749055585537;150,871520342612;150,871520342612;213,961077844311;1,51439688715953;1,05776362287858;1,09517572582406;,5565721029789;1,47807882822147;,914685552890415;,761820802373256;175,571428571429;138;223;31,7377647966222;186,507944582355;91,7857142857143;355,749055585537;83,3944045235289;1,05407050318946;,5565721029789;1,51439688715953;,352545370164225;22;24;20;44;71;48;15,8405797101449;28,8490566037736;73,4719101123596;29,7567567567568;60,6705882352941;35,7777777777778;,720026350461133;1,20204402515723;3,67359550561798;,676289926289926;,854515327257664;,74537037037037;4044,85714285714;69;10000;4113,17462262307;40,7277781993511;15,8405797101449;73,4719101123596;21,7955790834749;1,31197358419238;,676289926289926;3,67359550561798;1,1725310321612;2;3;7;20;3;7;2;20;7,51664818918645;CVCVCCV;2163;1;1;0;2,2444538428722;2,13987908640124;2,27069733595592;1,96277509198908;,0228696603282455;-,254478565565671;3,60690318771234;1,83884909073726;1,60989071889816;1,19977107121245;,117925090866642;-,169867081581431;3,33505651943909; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6464;924;3;####melassi##;melassi;melassi;1;1;1;melassi;1;1;1;0;3,45;,604805319;4;0;139;195;173;198;223;138;163;91,7857142857143;184,351206434316;157,965517241379;355,749055585537;150,871520342612;150,871520342612;213,961077844311;1,51439688715953;1,05776362287858;1,09517572582406;,5565721029789;1,47807882822147;,914685552890415;,761820802373256;175,571428571429;138;223;31,7377647966222;186,507944582355;91,7857142857143;355,749055585537;83,3944045235289;1,05407050318946;,5565721029789;1,51439688715953;,352545370164225;22;24;20;44;71;48;15,8405797101449;28,8490566037736;73,4719101123596;29,7567567567568;60,6705882352941;35,7777777777778;,720026350461133;1,20204402515723;3,67359550561798;,676289926289926;,854515327257664;,74537037037037;3496,85714285714;55;10000;4367,8598279009;40,7277781993511;15,8405797101449;73,4719101123596;21,7955790834749;1,31197358419238;,676289926289926;3,67359550561798;1,1725310321612;2;3;7;20;3;7;2;20;7,51664818918645;CVCVCCV;2163;1;1;0;2,2444538428722;2,13987908640124;2,27069733595592;1,96277509198908;,0228696603282455;-,254478565565671;3,54367789043446;1,74036268949424;1,60989071889816;1,19977107121245;,117925090866642;-,169867081581431;3,33505651943909; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
