word,neighbours,old20_mean,old20_sd,spread,uniqueness_point
kuvissa,3,2.350000,0.745160,3,6
kuvista,2,2.500000,0.688247,2,6
kuvitus,0,3.250000,0.550120,0,5
kyennyt,0,3.600000,0.680557,0,3
kykenee,0,3.600000,0.502625,0,3
kylkeen,0,2.850000,0.366348,0,4
kylpylä,0,3.700000,0.571241,0,4
kylässä,1,3.150000,0.745160,1,6
kylästä,1,2.800000,0.523148,1,6
kysellä,0,2.700000,0.470162,0,6
kyselyn,1,3.600000,0.820783,1,7
kyselyt,1,3.550000,0.825578,1,7
kysymys,0,3.500000,0.606977,0,5
kysyntä,0,3.050000,0.394034,0,5
kysytty,0,3.500000,0.606977,0,5
kysyvät,1,3.150000,0.812728,1,5
kyytiin,2,2.700000,0.656947,2,3
kyöstin,0,3.450000,0.686333,0,3
kädellä,1,2.400000,0.598243,1,5
kädessä,1,2.600000,0.598243,1,6
kädestä,1,2.600000,0.598243,1,6
käpylän,0,3.800000,0.410391,0,3
kärkeen,0,2.650000,0.489360,0,3
käsiksi,0,3.200000,0.767772,0,5
käsillä,0,2.600000,0.502625,0,5
käsissä,1,2.650000,0.587143,1,6
käsistä,1,2.700000,0.571241,1,6
käsitys,0,3.250000,0.550120,0,5
kätensä,0,3.100000,0.552506,0,3
kävelee,0,3.350000,0.670820,0,6
kävellä,1,2.550000,0.604805,1,6
kävijät,2,3.550000,0.944513,2,7
kävijää,1,3.300000,0.801315,1,7
kävimme,0,3.650000,0.489360,0,5
kävivät,1,3.150000,0.812728,1,5
käydään,1,2.950000,0.686333,1,4
käymään,1,2.900000,0.552506,1,4
käyneet,0,2.900000,0.307794,0,5
käynnin,0,3.250000,0.638666,0,5
käytetä,0,3.150000,0.670820,0,5
käytiin,1,2.700000,0.571241,1,5
käyttää,3,2.200000,0.695852,2,6
käyttöä,2,2.600000,0.680557,2,6
käytävä,0,3.100000,0.788069,0,5
käännös,1,3.500000,0.827170,1,5
kääntyi,2,3.250000,1.019546,1,7
kääntyy,2,3.150000,1.039990,1,7
kääntyä,3,2.850000,0.875094,2,7
kääntää,1,2.600000,0.598243,1,6
köyhien,0,3.550000,0.510418,0,5
köyhyys,0,4.650000,0.670820,0,5
laajaan,0,2.800000,0.410391,0,5
laajeni,0,3.700000,0.571241,0,5
laajoja,1,2.850000,0.489360,1,5
laajuus,0,3.350000,0.670820,0,5
laakson,0,3.800000,0.410391,0,4
laatuun,0,2.950000,0.604805,0,4
laeiksi,0,3.300000,0.470162,0,3
lahjoja,1,3.000000,0.725476,1,3
lainata,0,2.850000,0.366348,0,4
laisten,1,2.850000,0.489360,1,4
laitaan,0,2.200000,0.410391,0,5
laitila,0,2.750000,0.444262,0,5
laittaa,1,2.300000,0.571241,1,6
laittoi,0,2.850000,0.587143,0,6
laituri,0,3.250000,0.638666,0,5
lapissa,0,2.800000,0.410391,0,4
lapsena,1,3.200000,0.695852,1,7
lapseni,1,3.450000,0.887041,1,7
lapsiin,0,2.950000,0.223607,0,5
lapsuus,0,3.350000,0.670820,0,5
laskuun,0,3.200000,0.695852,0,4
lassila,0,3.050000,0.604805,0,4
lattian,0,2.900000,0.307794,0,4
latvala,0,2.950000,0.223607,0,4
laulaja,1,3.050000,0.604805,1,5
lauluja,1,3.000000,0.725476,1,5
laurila,0,3.200000,0.615587,0,4
lavalla,2,2.250000,0.638666,2,7
lavalle,1,2.650000,0.587143,1,7
legenda,0,4.550000,0.510418,0,3
lehmien,1,2.800000,0.695852,1,4
lehteen,1,2.500000,0.606977,1,5
lehtien,3,2.600000,0.753937,3,5
lehtola,0,3.050000,0.510418,0,6
lehtori,1,3.200000,0.894427,1,6
leikata,0,3.200000,0.615587,0,5
leikkaa,0,2.650000,0.489360,0,6
leikkiä,0,3.050000,0.686333,0,6
leipomo,0,4.500000,0.512989,0,4
lepistö,0,3.750000,0.444262,0,4
leppälä,1,3.800000,0.695852,1,4
levikki,0,3.550000,0.604805,0,3
lieksan,0,3.600000,0.502625,0,4
liemien,0,2.900000,0.307794,0,4
liettua,0,2.950000,0.223607,0,4
liiaksi,0,3.300000,0.571241,0,4
liikkua,1,2.800000,0.523148,1,7
liikkuu,1,3.550000,0.759155,1,7
liittyi,2,2.650000,0.670820,1,7
liittyy,2,2.700000,0.801315,1,7
liittyä,3,2.500000,0.760886,2,7
liittää,3,2.150000,0.670820,2,6
liminka,0,3.800000,0.410391,0,3
lintuja,0,3.300000,0.656947,0,3
lippuja,0,3.700000,0.571241,0,3
lisäisi,1,3.400000,0.882580,1,5
lisäksi,1,3.000000,0.794719,1,5
lisätty,0,3.350000,0.489360,0,5
liukuva,0,3.550000,0.510418,0,4
liuosta,0,2.950000,0.223607,0,4
loimaan,1,2.650000,0.587143,1,3
lokakuu,0,3.950000,0.223607,0,3
lomalla,1,2.500000,0.606977,1,7
lomalle,2,2.700000,0.656947,2,7
lomassa,0,2.600000,0.502625,0,5
lontoon,0,3.300000,0.732695,0,3
lopetti,0,3.400000,0.598243,0,4
loppuun,0,3.550000,0.510418,0,4
lopuksi,0,3.400000,0.680557,0,5
lopulla,1,2.750000,0.550120,1,6
lopulta,1,3.150000,0.745160,1,6
lopussa,0,2.700000,0.470162,0,5
lotalle,1,2.800000,0.523148,1,3
lounaan,0,2.950000,0.223607,0,3
loviisa,0,3.350000,0.489360,0,3
luennoi,2,3.550000,0.998683,1,7
luennon,3,3.200000,1.056309,2,7
luennot,2,3.200000,0.951453,1,7
luetaan,1,2.350000,0.587143,1,4
lukenut,1,3.200000,0.833509,1,4
lukijaa,2,3.200000,0.894427,1,7
lukijan,2,2.950000,0.887041,1,7
lukijat,2,3.200000,0.951453,1,7
lukujen,0,2.800000,0.410391,0,4
luodaan,2,2.550000,0.686333,2,4
luokkaa,0,2.850000,0.366348,0,4
luomaan,3,2.450000,0.759155,2,4
luoneet,2,2.700000,0.656947,1,5
luonnon,1,2.650000,0.587143,1,5
luontoa,0,2.750000,0.444262,0,5
luotava,0,2.950000,0.223607,0,5
luotiin,1,2.650000,0.587143,1,5
luottaa,1,2.400000,0.598243,1,5
luovuus,0,3.750000,0.444262,0,4
luulisi,0,3.800000,0.410391,0,3
luvassa,2,2.500000,0.688247,2,5
luvattu,1,3.250000,0.716350,1,5
luvulla,0,2.800000,0.410391,0,5
luvussa,1,2.550000,0.604805,1,5
lyhyitä,1,3.750000,0.716350,1,5
lyhyttä,1,3.550000,0.759155,1,5
lähelle,1,2.750000,0.550120,1,7
lähellä,2,2.550000,0.686333,2,7
läheltä,1,2.750000,0.550120,1,6
lähetin,0,3.200000,0.695852,0,6
lähetti,0,3.000000,0.648886,0,6
lähetys,0,3.450000,0.686333,0,6
lähinnä,0,3.850000,0.366348,0,4
lähteet,0,2.650000,0.489360,0,5
lähtien,2,2.400000,0.680557,2,5
lähtöön,0,3.500000,0.606977,0,5
länteen,0,2.650000,0.489360,0,3
lääkäri,0,4.200000,0.410391,0,3
maailma,0,3.600000,0.598243,0,4
maalaus,0,3.450000,0.510418,0,5
maaliin,1,2.750000,0.550120,1,5
maatila,1,2.750000,0.550120,1,4
mahtava,0,2.650000,0.489360,0,3
maineen,1,2.600000,0.598243,1,5
mainita,0,2.900000,0.307794,0,5
maisema,0,3.250000,0.550120,0,5
maistuu,0,3.050000,0.510418,0,5
makseta,0,3.400000,0.680557,0,5
maksimi,0,3.850000,0.366348,0,5
maksuja,0,3.350000,0.587143,0,5
makujen,0,2.850000,0.366348,0,4
malinen,0,2.550000,0.510418,0,4
malleja,0,3.150000,0.489360,0,5
mallien,1,2.700000,0.571241,1,6
malliin,2,2.650000,0.670820,2,6
maritta,0,3.000000,0.000000,0,4
marjoja,0,2.650000,0.489360,0,4
markkaa,1,2.750000,0.550120,1,4
matalan,0,2.900000,0.307794,0,4
materia,0,3.250000,0.716350,0,4
matkaan,0,2.800000,0.410391,0,5
matkoja,0,2.950000,0.223607,0,5
mattila,1,2.750000,0.550120,1,4
maunula,0,3.200000,0.523148,0,3
melassi,0,3.450000,0.604805,0,4
melkein,0,3.050000,0.394034,0,4
menetti,0,2.900000,0.307794,0,6
menetys,0,3.650000,0.587143,0,6
menevän,1,2.900000,0.718185,1,7
menevät,2,3.150000,0.933302,2,7
menivät,1,3.150000,0.812728,1,4
menneen,1,2.700000,0.571241,1,7
menneet,1,2.850000,0.489360,1,7
mennään,0,2.700000,0.470162,0,5
menojen,0,2.700000,0.470162,0,5
menossa,0,3.050000,0.604805,0,5
mentiin,0,2.750000,0.444262,0,4
merelle,1,2.600000,0.598243,1,7
merellä,1,2.750000,0.550120,1,7
merkitä,0,3.600000,0.598243,0,5
merkkiä,0,3.300000,0.801315,0,5
mestari,0,3.250000,0.550120,0,3
metalli,0,3.550000,0.510418,0,4
metriin,0,2.950000,0.510418,0,4
metsien,0,2.900000,0.307794,0,5
metsään,0,2.850000,0.366348,0,5
mieheni,1,3.600000,0.753937,1,7
miehenä,1,3.450000,0.825578,1,7
mieleen,2,2.550000,0.686333,1,4
miesten,0,2.800000,0.410391,0,4
miettii,1,2.900000,0.447214,1,7
miettiä,1,2.700000,0.571241,1,7
mikkeli,0,3.700000,0.571241,0,5
mikkiin,0,3.000000,0.000000,0,5
mikkola,0,3.300000,0.656947,0,5
milloin,1,2.900000,0.718185,1,5
millään,0,2.750000,0.444262,0,5
minkään,0,2.800000,0.523148,0,4
minulla,3,2.400000,0.753937,3,7
minulle,2,2.550000,0.686333,2,7
minulta,2,2.450000,0.686333,2,6
minussa,1,2.600000,0.598243,1,6
minusta,3,2.500000,0.760886,3,6
minäkin,1,3.150000,0.875094,1,4
mirjami,0,3.850000,0.366348,0,3
missään,1,2.950000,0.759155,1,4
mistään,1,2.800000,0.523148,1,4
mitattu,0,3.450000,0.510418,0,4
mittaan,0,2.650000,0.489360,0,6
mittari,0,3.150000,0.812728,0,6
mittaus,0,3.200000,0.695852,0,6
mittava,0,2.750000,0.444262,0,6
moderni,0,3.900000,0.307794,0,3
monella,3,2.400000,0.753937,3,7
monelle,2,2.500000,0.688247,2,7
monelta,3,2.300000,0.732695,3,6
monessa,2,2.500000,0.688247,2,6
monesta,4,2.250000,0.786398,4,7
monesti,1,2.750000,0.638666,1,7
monilla,3,2.400000,0.753937,3,7
monille,2,2.450000,0.686333,2,7
monilta,3,2.450000,0.759155,3,6
monissa,2,2.400000,0.680557,2,6
monista,3,2.300000,0.732695,3,6
mononen,0,2.650000,0.489360,0,4
montako,0,3.950000,0.223607,0,4
morsian,0,3.250000,0.550120,0,3
motivan,0,3.150000,0.587143,0,6
motivoi,0,3.900000,0.447214,0,6
muhonen,1,2.700000,0.571241,1,3
muistaa,1,2.550000,0.604805,1,7
muistan,2,2.700000,0.656947,2,7
muistin,1,2.750000,0.550120,1,6
muistot,0,3.450000,0.825578,0,6
mukavaa,2,2.750000,0.638666,2,7
mukavan,1,2.700000,0.571241,1,7
mukavia,1,3.200000,0.894427,1,6
muokata,0,2.800000,0.410391,0,4
muotien,0,2.600000,0.502625,0,5
muotoja,0,2.900000,0.307794,0,6
muotoon,0,2.700000,0.470162,0,6
murujen,0,2.750000,0.444262,0,3
museoon,0,3.700000,0.571241,0,3
muualla,2,2.750000,0.638666,2,7
muualle,1,2.850000,0.489360,1,7
muualta,1,2.850000,0.489360,1,6
muurame,0,3.800000,0.523148,0,4
muutama,0,2.850000,0.366348,0,5
muutkin,1,2.900000,0.447214,1,5
muutoin,1,2.850000,0.489360,1,5
muuttaa,1,2.500000,0.606977,1,6
muuttua,4,2.450000,0.825578,3,7
muuttui,3,2.800000,1.005249,2,7
muuttuu,3,2.750000,0.966546,2,7
myllylä,0,3.800000,0.523148,0,3
myydään,1,2.750000,0.550120,1,4
myymälä,0,3.550000,0.686333,0,6
myymään,1,2.650000,0.587143,1,6
myynnin,0,3.250000,0.716350,0,5
myyntiä,0,3.350000,0.670820,0,5
myytiin,1,2.700000,0.571241,1,5
myytävä,0,3.150000,0.587143,0,5
myöhään,0,2.750000,0.550120,0,4
myöntää,1,3.250000,0.910465,1,4
myöskin,0,3.500000,0.606977,0,4
mäenpää,0,3.650000,0.587143,0,3
mäkelän,0,3.450000,0.510418,0,4
mäkinen,1,2.750000,0.550120,1,5
mäkipää,0,3.550000,0.604805,0,5
mäkisen,1,2.800000,0.523148,1,5
mäntylä,0,3.750000,0.444262,0,3
märille,0,2.600000,0.502625,0,3
määrätä,0,3.700000,0.656947,0,6
määräys,0,3.700000,0.656947,0,6
määrään,1,2.800000,0.615587,1,6
mökille,1,2.900000,0.640723,1,7
mökillä,1,3.250000,0.716350,1,7
naapuri,0,3.850000,0.366348,0,3
naisiin,0,2.800000,0.410391,0,5
naisten,1,2.800000,0.523148,1,5
nappasi,0,3.650000,0.489360,0,3
naskali,0,3.700000,0.470162,0,4
nastola,0,2.850000,0.366348,0,4
nauttia,1,3.000000,0.648886,1,7
nauttii,1,3.450000,0.759155,1,7
navetan,0,3.300000,0.571241,0,6
navetta,0,3.150000,0.489360,0,6
neliötä,0,3.450000,0.604805,0,4
neljään,0,3.200000,0.410391,0,4
nelonen,2,2.350000,0.670820,2,5
nelosen,1,2.800000,0.523148,1,5
nenonen,1,2.550000,0.604805,1,3
nesteen,0,2.850000,0.366348,0,3
netissä,1,3.000000,0.794719,1,6
netistä,1,2.800000,0.523148,1,6
nettiin,0,2.800000,0.410391,0,4
neuvoja,0,3.600000,0.502625,0,3
niemelä,0,3.350000,0.670820,0,3
niinkin,0,3.200000,0.410391,0,3
nikkilä,0,3.500000,0.606977,0,3
nilsiän,0,3.650000,0.489360,0,3
nimeksi,0,3.100000,0.640723,0,5
nimellä,1,2.800000,0.615587,1,6
nimeltä,1,2.950000,0.825578,1,6
nimensä,1,3.000000,0.858395,1,5
nimessä,2,2.950000,0.944513,2,5
nimetty,0,3.100000,0.552506,0,5
niminen,1,2.550000,0.604805,1,5
nimisen,1,2.750000,0.550120,1,6
nimissä,1,2.750000,0.638666,1,6
nimitys,0,3.650000,0.489360,0,5
nipuksi,0,3.600000,0.680557,0,3
nojalla,0,2.800000,0.410391,0,3
nopeaan,0,3.000000,0.000000,0,5
nopeita,0,2.950000,0.223607,0,5
nordean,0,3.450000,0.604805,0,3
notaari,0,3.800000,0.410391,0,3
nouseva,0,3.750000,0.444262,0,5
noussut,0,3.850000,0.489360,0,5
nousuun,0,3.400000,0.820783,0,5
numeroa,2,3.600000,0.940325,1,7
numeron,2,3.600000,0.940325,1,7
numerot,2,3.700000,0.923381,1,7
nummela,1,3.200000,0.767772,1,4
nuorena,0,3.100000,0.718185,0,5
nuoriin,0,2.650000,0.489360,0,6
nuoriso,0,3.700000,0.656947,0,6
nuorten,0,2.750000,0.444262,0,5
nurmela,1,3.250000,0.716350,1,3
nykyään,0,3.150000,0.489360,0,4
nykänen,0,3.050000,0.223607,0,4
nylonia,0,3.950000,0.223607,0,3
nähdään,0,3.200000,0.615587,0,4
nähneet,0,2.900000,0.552506,0,4
nähtiin,0,2.700000,0.470162,0,4
näkemys,0,3.500000,0.512989,0,5
näkevät,2,2.850000,0.812728,1,5
näkivät,2,2.900000,0.911910,1,4
näkymin,1,3.450000,0.825578,1,7
näkymiä,1,3.550000,0.825578,1,7
näkymät,1,3.200000,1.005249,1,6
näkynyt,0,3.500000,0.688247,0,5
näkyvät,3,3.050000,1.050063,2,5
näyttää,3,2.450000,0.759155,2,6
näyttöä,2,2.950000,0.887041,2,6
odottaa,0,2.700000,0.470162,0,2
ohittaa,0,2.500000,0.512989,0,3
ohjaaja,0,3.300000,0.571241,0,6
ohjaamo,0,4.050000,0.825578,0,6
ohjattu,0,3.450000,0.604805,0,5
ohjeita,0,2.950000,0.686333,0,5
ohjelma,0,3.650000,0.670820,0,5
oikeaan,0,3.000000,0.000000,0,5
oikeita,1,2.600000,0.598243,1,5
oinonen,0,2.700000,0.470162,0,3
oireita,1,2.650000,0.587143,1,3
ojennus,0,3.750000,0.638666,0,2
oksanen,0,3.200000,0.523148,0,2
olekaan,2,2.700000,0.656947,1,4
olemaan,2,2.600000,0.680557,1,4
olenkin,0,3.300000,0.656947,0,4
olettaa,1,2.650000,0.587143,1,4
olevaan,2,2.550000,0.686333,1,6
olevani,0,3.600000,0.598243,0,6
olevien,1,3.150000,0.745160,1,6
oleviin,1,3.250000,0.850696,1,6
olisiko,0,3.800000,0.523148,0,3
olleita,0,2.650000,0.489360,0,5
ollessa,0,2.850000,0.489360,0,5
ollilan,0,3.550000,0.510418,0,4
ollutta,0,3.300000,0.732695,0,4
oloihin,0,3.500000,0.606977,0,5
oloissa,0,2.700000,0.470162,0,5
omaiset,0,3.600000,0.502625,0,3
omistaa,0,2.700000,0.470162,0,3
ongelma,0,3.800000,0.523148,0,3
onneksi,0,3.550000,0.604805,0,4
onnistu,0,3.700000,0.470162,0,4
opastaa,0,2.750000,0.444262,0,6
opastus,0,3.450000,0.604805,0,6
opettaa,1,2.700000,0.571241,1,3
opinnot,0,3.700000,0.470162,0,4
opiston,0,3.050000,0.510418,0,4
opitaan,0,2.800000,0.410391,0,4
oppilas,0,3.750000,0.550120,0,5
oppinut,0,3.550000,0.686333,0,5
oppivat,0,3.250000,0.786398,0,5
orivesi,0,4.150000,0.366348,0,3
orvokki,0,3.900000,0.307794,0,3
osaajat,2,3.000000,0.973329,2,6
osaajia,1,3.550000,0.825578,1,6
osaavat,2,2.600000,0.680557,2,6
osaavia,1,3.550000,0.825578,1,6
osannut,0,3.100000,0.640723,0,4
osaston,1,3.450000,0.825578,1,7
osastot,1,3.500000,0.760886,1,7
osataan,0,2.700000,0.470162,0,4
osoitti,0,3.550000,0.686333,0,6
osoitus,0,3.450000,0.686333,0,6
ostajan,1,2.750000,0.550120,1,7
ostajat,3,2.700000,0.923381,3,7
ostanut,1,3.000000,0.917663,1,5
ostavat,3,2.400000,0.753937,3,5
ostettu,0,3.000000,0.561951,0,4
osuuden,1,3.500000,0.760886,1,7
osuudet,1,3.750000,0.716350,1,7
osuutta,0,3.250000,0.550120,0,5
otetaan,0,2.350000,0.489360,0,3
otsikko,0,3.700000,0.571241,0,3
ottaisi,0,3.550000,0.604805,0,5
ottakaa,0,3.450000,0.604805,0,5
ottanut,1,3.150000,0.812728,1,5
ottavat,2,2.550000,0.686333,2,5
otteita,0,2.900000,0.552506,0,5
ottelun,0,3.800000,0.410391,0,5
ottivat,1,2.900000,0.640723,1,4
oulussa,1,2.600000,0.598243,1,6
oulusta,1,2.700000,0.571241,1,6
ovatkin,0,3.600000,0.502625,0,2
paavola,0,2.950000,0.223607,0,3
pahasti,0,2.900000,0.447214,0,4
pahinta,0,2.950000,0.223607,0,4
paikkaa,1,2.400000,0.598243,1,5
paikoin,0,3.000000,0.458831,0,5
paineen,2,2.600000,0.680557,2,7
paineet,1,2.650000,0.587143,1,7
paistaa,1,2.400000,0.598243,1,4
pajunen,0,2.900000,0.307794,0,3
pakattu,0,2.850000,0.366348,0,4
paketin,0,3.200000,0.615587,0,6
paketti,0,3.250000,0.638666,0,6
pakilan,1,3.050000,0.686333,1,4
pakkaus,1,2.900000,0.718185,1,4
paksuus,0,3.450000,0.686333,0,4
palauta,2,2.700000,0.656947,2,7
palaute,1,3.400000,0.820783,1,7
palkata,0,2.800000,0.410391,0,5
palkkaa,1,2.650000,0.587143,1,6
palkkio,0,3.400000,0.680557,0,6
palonen,3,2.150000,0.670820,1,4
paluuta,1,2.750000,0.550120,1,4
palvelu,0,3.800000,0.410391,0,4
pannaan,0,2.700000,0.470162,0,3
paperia,2,3.250000,0.966546,1,7
paperin,2,3.050000,0.944513,1,7
paperit,2,3.400000,0.994723,1,7
paranee,0,3.100000,0.552506,0,5
parasta,0,2.400000,0.502625,0,5
parempi,0,3.700000,0.571241,0,4
parhaan,1,2.500000,0.606977,1,7
parhaat,1,2.950000,0.604805,1,7
parissa,1,2.550000,0.604805,1,4
parkano,0,3.400000,0.598243,0,4
partola,0,2.750000,0.444262,0,5
parturi,0,3.350000,0.745160,0,5
parveke,0,3.800000,0.410391,0,4
pasanen,0,2.650000,0.489360,0,4
pasilan,1,3.150000,0.670820,1,4
pastori,0,3.250000,0.550120,0,4
peittää,1,2.300000,0.571241,1,3
pekkala,0,3.300000,0.470162,0,3
pelaaja,0,3.450000,0.604805,0,4
pelissä,0,2.800000,0.410391,0,4
pelkkiä,1,3.250000,0.910465,1,6
pelkkää,1,3.300000,0.801315,1,6
peltola,0,3.100000,0.640723,0,4
perheen,1,2.850000,0.489360,1,7
perheet,1,3.250000,0.786398,1,7
perille,2,2.550000,0.686333,2,7
perillä,1,2.600000,0.598243,1,7
perimiä,0,3.300000,0.656947,0,5
perinne,0,3.250000,0.716350,0,6
perintä,1,2.750000,0.550120,1,7
perintö,1,3.050000,0.686333,1,7
perunaa,2,3.150000,0.933302,1,7
perunan,2,2.750000,0.638666,1,7
perunat,2,2.950000,0.759155,1,7
perusta,3,2.450000,0.759155,1,7
peruste,3,2.850000,0.875094,1,7
perusti,3,2.700000,0.732695,1,7
perustu,3,2.850000,0.875094,1,7
perässä,0,2.800000,0.410391,0,4
pesonen,0,2.650000,0.489360,0,3
petteri,0,3.500000,0.512989,0,3
pidempi,0,3.800000,0.615587,0,5
pidetty,0,3.300000,0.571241,0,5
pidämme,0,3.800000,0.410391,0,4
pieleen,3,2.400000,0.753937,2,4
pieneen,2,2.400000,0.680557,2,6
pienenä,1,3.150000,0.875094,1,6
pieniin,0,2.700000,0.470162,0,6
pieninä,1,3.300000,0.864505,1,6
pienten,1,2.650000,0.587143,1,5
pietari,0,3.400000,0.598243,0,5
pietilä,0,3.100000,0.552506,0,5
pihalla,1,2.650000,0.587143,1,7
pihalle,1,2.800000,0.523148,1,7
pihassa,0,2.850000,0.366348,0,5
pihlaja,0,3.650000,0.489360,0,4
piirien,1,2.650000,0.587143,1,6
piiriin,1,2.850000,0.489360,1,6
piirros,0,3.650000,0.745160,0,5
piirtää,1,2.600000,0.598243,1,5
pintaan,1,2.500000,0.606977,1,3
pisteen,1,2.650000,0.587143,1,7
pisteet,1,3.150000,0.670820,1,7
pitivät,1,3.050000,0.686333,1,4
pitkien,1,2.650000,0.587143,1,5
pitkään,0,2.900000,0.307794,0,5
pitäisi,0,3.350000,0.587143,0,5
pitänyt,0,3.500000,0.688247,0,5
pitävät,1,3.050000,0.887041,1,5
pitääkö,0,3.900000,0.552506,0,5
pohjaan,0,2.850000,0.366348,0,6
pohjana,0,3.250000,0.638666,0,6
pohjola,0,3.200000,0.523148,0,5
poikani,0,3.650000,0.489360,0,5
poiketa,0,3.000000,0.458831,0,5
poikien,0,2.600000,0.502625,0,5
poikkea,0,3.000000,0.648886,0,5
poistaa,2,2.400000,0.680557,2,6
poistuu,0,3.250000,0.716350,0,6
pojille,0,2.850000,0.366348,0,3
poliisi,0,3.550000,0.510418,0,4
polttaa,0,2.750000,0.444262,0,4
porissa,2,2.650000,0.670820,2,6
porista,1,2.600000,0.598243,1,6
porojen,0,2.850000,0.366348,0,4
portaat,0,2.950000,0.394034,0,4
porukan,0,3.050000,0.510418,0,6
porukka,0,3.450000,0.604805,0,6
porvoon,0,3.550000,0.510418,0,4
potilas,0,3.700000,0.470162,0,3
puhakka,0,3.650000,0.489360,0,4
puheita,1,2.850000,0.489360,1,5
puhelin,1,3.250000,0.786398,1,6
puhelun,2,3.400000,0.940325,2,7
puhelut,1,3.200000,0.833509,1,7
puhetta,1,2.750000,0.550120,1,5
puhtaan,1,2.450000,0.604805,1,7
puhtaat,1,2.700000,0.571241,1,7
puhtaus,0,3.150000,0.587143,0,6
puhumme,0,3.650000,0.489360,0,5
puhunut,0,3.150000,0.745160,0,5
puhuttu,0,2.800000,0.410391,0,5
puhuvat,0,3.200000,0.695852,0,5
puiston,0,2.950000,0.604805,0,3
pulahti,0,3.750000,0.444262,0,3
puoleen,0,2.600000,0.502625,0,5
puoliso,0,3.750000,0.550120,0,5
puranen,0,2.800000,0.410391,0,4
purolla,1,2.800000,0.523148,1,4
putkeen,1,2.800000,0.523148,1,5
putkien,2,2.700000,0.656947,2,5
puuttua,3,2.500000,0.760886,2,7
puuttui,3,2.900000,1.071153,2,7
puuttuu,3,2.850000,1.039990,2,7
pyrimme,0,3.600000,0.502625,0,5
pyritty,0,3.400000,0.502625,0,5
pystytä,0,3.500000,0.606977,0,6
pystyyn,0,3.500000,0.688247,0,6
pysynyt,0,3.300000,0.571241,0,5
pysyviä,1,3.400000,0.882580,1,6
pysyvän,2,3.250000,1.019546,1,7
pysyvät,3,3.050000,1.099043,2,7
pysyvää,3,3.250000,1.118034,2,7
päivien,0,2.800000,0.410391,0,6
päivinä,1,3.500000,0.827170,1,6
päivyri,0,3.950000,0.686333,0,5
päivänä,1,3.450000,0.887041,1,6
päiväys,0,3.600000,0.680557,0,6
päivään,0,3.100000,0.718185,0,6
pälkäne,0,3.950000,0.223607,0,3
pärjätä,0,3.750000,0.444262,0,3
pääasia,0,3.650000,0.587143,0,4
pääomaa,1,3.700000,0.732695,1,7
pääoman,1,3.700000,0.801315,1,7
pääosin,0,3.550000,0.686333,0,5
pääsisi,0,3.550000,0.510418,0,5
päässyt,0,3.500000,0.606977,0,5
päästää,2,2.600000,0.680557,2,6
päästöt,1,3.150000,0.875094,1,6
päättyi,1,2.950000,0.759155,1,7
päättyy,1,3.000000,0.858395,1,7
päättää,1,2.350000,0.587143,1,6
päätään,0,2.700000,0.470162,0,5
pöytään,0,3.350000,0.587143,0,2
rahaksi,0,3.450000,0.604805,0,5
rahalla,1,2.400000,0.598243,1,5
rahasta,1,2.600000,0.598243,1,7
rahasto,1,3.050000,0.759155,1,7
raision,0,3.000000,0.324443,0,3
rajalla,1,2.450000,0.604805,1,5
rajattu,0,3.150000,0.670820,0,5
rajojen,0,2.600000,0.502625,0,4
rajusti,0,3.550000,0.510418,0,4
rakenne,0,3.800000,0.523148,0,6
rakensi,0,3.750000,0.550120,0,6
rakkaus,2,3.050000,0.887041,2,4
rankkaa,0,2.650000,0.489360,0,4
ranskan,1,2.800000,0.695852,1,4
rantaan,1,2.100000,0.447214,1,6
rantala,1,2.500000,0.606977,1,6
raoissa,0,2.700000,0.470162,0,3
raskaan,0,2.600000,0.502625,0,3
rauhaan,0,2.700000,0.470162,0,6
rauhala,0,2.700000,0.470162,0,6
ravinto,0,3.700000,0.470162,0,3
reaktio,0,3.950000,0.223607,0,3
rehtori,1,3.400000,0.882580,1,4
rehujen,0,3.150000,0.366348,0,4
reittiä,0,2.750000,0.444262,0,3
renkaat,0,3.500000,0.606977,0,3
resepti,0,3.950000,0.223607,0,3
riippuu,0,4.350000,0.587143,0,4
riittää,2,2.250000,0.638666,1,4
rikkaus,1,3.500000,0.827170,1,3
rintala,1,2.800000,0.523148,1,3
risikko,0,3.550000,0.604805,0,4
riskejä,0,3.900000,0.307794,0,5
riskien,0,2.800000,0.410391,0,5
ristiin,0,2.850000,0.366348,0,4
rohkeat,0,3.550000,0.686333,0,6
rohkeus,0,3.550000,0.686333,0,6
romaani,0,3.450000,0.604805,0,5
romania,0,3.600000,0.680557,0,5
rooliin,0,3.100000,0.307794,0,3
runojen,0,2.700000,0.470162,0,4
runsaan,1,2.700000,0.571241,1,7
runsaat,1,3.500000,0.827170,1,7
ruoasta,0,2.850000,0.366348,0,4
ruohola,0,3.550000,0.604805,0,4
ruokaan,0,2.500000,0.512989,0,6
ruokala,0,2.850000,0.366348,0,6
ruotsia,1,2.950000,0.604805,1,7
ruotsin,1,2.800000,0.523148,1,7
ruumiin,0,2.900000,0.307794,0,3
ryhmien,1,2.900000,0.640723,1,6
ryhmiin,1,2.900000,0.640723,1,6
ryhmään,0,2.950000,0.604805,0,5
räppiin,0,3.600000,0.502625,0,3
rästien,0,2.750000,0.444262,0,4
räsänen,0,3.200000,0.615587,0,4
