word,neighbours,old20_mean,old20_sd,spread,uniqueness_point
taillis,0,3.000000,0.725476,0,6
patient,0,3.350000,0.489360,0,5
dessein,0,3.650000,0.587143,0,6
méditer,1,2.550000,0.604805,1,5
anonyme,0,3.850000,0.366348,0,4
assumer,1,2.700000,0.571241,1,5
disparu,0,3.850000,0.366348,0,5
grossir,0,3.050000,0.394034,0,4
guitare,0,3.450000,0.510418,0,4
chiotte,0,3.150000,0.812728,0,4
citoyen,0,3.800000,0.523148,0,4
flairer,0,2.750000,0.444262,0,4
jumelle,0,3.000000,0.648886,0,3
marmite,0,3.050000,0.223607,0,4
sorcier,1,2.600000,0.598243,1,4
aplatir,0,3.400000,0.502625,0,3
charité,0,3.200000,0.523148,0,6
définir,0,2.850000,0.366348,0,5
résumer,0,2.750000,0.444262,0,4
bouchon,0,2.800000,0.615587,0,6
débiter,2,2.150000,0.587143,2,5
désoler,0,2.250000,0.444262,0,4
traquer,4,2.250000,0.786398,2,4
facteur,0,2.600000,0.502625,0,5
lambeau,0,3.150000,0.489360,0,4
palmier,0,2.850000,0.366348,0,4
chariot,0,3.300000,0.801315,0,6
conflit,0,2.900000,0.307794,0,5
affaler,2,2.550000,0.686333,2,5
relatif,0,3.650000,0.587143,0,6
édifice,0,3.750000,0.638666,0,6
flamber,0,2.800000,0.410391,0,6
platane,1,2.900000,0.447214,1,5
écharpe,1,3.300000,0.864505,1,6
glacial,0,3.700000,0.571241,0,6
ivrogne,0,3.700000,0.470162,0,4
bagarre,0,3.350000,0.587143,0,4
cadence,0,3.000000,0.324443,0,4
chialer,0,2.700000,0.470162,0,4
exalter,1,2.700000,0.571241,1,4
rallier,0,2.550000,0.510418,0,4
gamelle,2,2.650000,0.812728,2,3
retrait,0,3.350000,0.745160,0,4
briquet,0,2.750000,0.444262,0,4
clocher,0,2.650000,0.489360,0,4
filtrer,0,2.900000,0.307794,0,4
balader,1,2.850000,0.489360,1,5
capital,0,3.650000,0.670820,0,4
faucher,0,2.650000,0.489360,0,4
comique,0,2.850000,0.366348,0,4
haricot,0,3.850000,0.489360,0,4
renfort,0,3.650000,0.670820,0,4
tolérer,0,2.900000,0.307794,0,3
déchiré,0,3.400000,0.680557,0,5
gouffre,0,2.950000,0.394034,0,4
recette,0,2.900000,0.307794,0,5
taureau,0,2.800000,0.410391,0,4
torpeur,0,2.800000,0.410391,0,5
berceau,1,3.000000,0.858395,1,3
exhiber,0,2.850000,0.489360,0,4
galoper,0,2.950000,0.223607,0,6
grouper,0,2.550000,0.510418,0,4
porteur,0,2.550000,0.510418,0,5
tituber,0,3.550000,0.510418,0,3
boisson,3,2.450000,0.759155,2,4
honorer,0,2.800000,0.410391,0,4
mondain,0,3.400000,0.680557,0,5
traînée,0,3.450000,0.686333,0,6
traître,0,3.200000,0.615587,0,5
mouvant,1,2.450000,0.604805,1,5
mouvoir,1,2.700000,0.656947,1,5
gratuit,0,3.700000,0.470162,0,5
tumulte,0,3.800000,0.410391,0,3
freiner,0,3.000000,0.000000,0,4
obscène,0,3.800000,0.410391,0,4
accéder,0,2.750000,0.444262,0,4
cuvette,1,2.600000,0.598243,1,3
grenade,0,3.600000,0.502625,0,5
logique,0,2.950000,0.604805,0,3
percher,1,2.600000,0.598243,1,4
version,0,3.200000,0.695852,0,5
alerter,0,2.650000,0.489360,0,3
bordure,0,2.850000,0.366348,0,3
parapet,0,3.350000,0.670820,0,5
sublime,0,3.600000,0.502625,0,3
battant,0,2.950000,0.223607,0,5
blottir,0,3.350000,0.587143,0,4
hériter,2,2.450000,0.686333,2,5
montant,0,2.400000,0.502625,0,6
olivier,0,2.950000,0.223607,0,2
chignon,0,3.250000,0.638666,0,4
routine,0,2.850000,0.366348,0,6
classer,1,2.300000,0.571241,1,4
griller,2,2.150000,0.587143,1,6
pèlerin,0,3.800000,0.410391,0,2
plaider,0,2.700000,0.470162,0,5
croquer,4,1.950000,0.604805,3,6
femelle,1,2.650000,0.812728,1,3
adapter,1,2.900000,0.447214,1,3
allongé,0,3.850000,0.366348,0,4
dessert,0,3.200000,0.695852,0,6
flingue,1,3.450000,0.759155,1,4
brûlure,0,3.450000,0.510418,0,5
détaché,0,3.350000,0.587143,0,5
salaire,1,2.750000,0.550120,1,3
analyse,0,3.950000,0.223607,0,3
brigade,1,3.400000,0.820783,1,6
dispute,0,3.700000,0.470162,0,5
paresse,1,2.650000,0.587143,1,5
dortoir,0,3.100000,0.307794,0,4
fermier,0,2.850000,0.366348,0,5
inverse,0,2.950000,0.510418,0,4
marrant,0,2.800000,0.410391,0,4
dénouer,2,2.400000,0.680557,1,4
éditeur,0,2.900000,0.307794,0,5
ignoble,0,3.650000,0.587143,0,5
billard,0,3.600000,0.502625,0,3
serment,2,2.700000,0.656947,1,4
cantine,0,2.750000,0.444262,0,4
délégué,0,3.850000,0.366348,0,4
éloigné,0,3.800000,0.410391,0,3
limpide,0,3.700000,0.571241,0,4
tonneau,0,2.800000,0.410391,0,3
radieux,0,3.350000,0.489360,0,5
refiler,0,2.600000,0.502625,0,4
onduler,0,2.750000,0.444262,0,4
édifier,0,2.900000,0.307794,0,6
tombeau,0,2.950000,0.604805,0,5
amorcer,0,2.750000,0.444262,0,5
largeur,0,2.850000,0.366348,0,5
médical,0,3.550000,0.686333,0,5
blanche,2,2.850000,0.812728,2,4
dauphin,0,3.950000,0.223607,0,3
fringue,1,3.050000,0.759155,1,4
insensé,0,3.650000,0.587143,0,5
minimum,0,3.850000,0.489360,0,4
pendule,0,3.200000,0.410391,0,5
sottise,0,3.350000,0.587143,0,3
haleter,0,2.850000,0.366348,0,5
régaler,0,2.550000,0.510418,0,3
évoluer,2,2.650000,0.670820,2,4
senteur,3,2.250000,0.716350,2,5
stérile,0,3.700000,0.470162,0,3
biscuit,0,3.700000,0.571241,0,4
cascade,0,3.350000,0.587143,0,4
minable,0,3.000000,0.458831,0,4
bouchée,0,3.150000,0.670820,0,6
crisser,1,2.200000,0.523148,1,5
oblique,0,2.950000,0.394034,0,5
couille,5,2.150000,0.812728,1,5
dériver,0,2.300000,0.470162,0,4
étalage,0,3.650000,0.489360,0,4
indécis,0,4.350000,0.489360,0,4
volupté,0,4.000000,0.648886,0,4
écaille,1,2.750000,0.550120,1,7
pasteur,1,2.650000,0.587143,1,4
réforme,0,3.400000,0.680557,0,4
estrade,0,3.700000,0.470162,0,4
fouille,6,2.200000,0.894427,2,4
syllabe,0,3.700000,0.571241,0,3
démolir,0,2.900000,0.307794,0,4
poussée,0,3.000000,0.561951,0,6
déceler,0,2.400000,0.502625,0,5
divorce,0,3.950000,0.223607,0,4
coupure,1,2.700000,0.571241,1,5
adoucir,0,3.200000,0.523148,0,4
brousse,1,2.950000,0.604805,1,5
charnel,0,3.050000,0.510418,0,5
compris,0,3.300000,0.470162,0,5
préféré,0,3.600000,0.502625,0,5
tilleul,0,3.850000,0.366348,0,3
austère,0,3.200000,0.523148,0,3
sordide,0,2.850000,0.366348,0,4
surplus,0,3.800000,0.615587,0,5
verdure,0,2.850000,0.366348,0,5
ferveur,1,2.750000,0.550120,1,6
hautain,0,3.400000,0.502625,0,5
sillage,2,3.150000,0.988087,1,4
entente,0,2.800000,0.523148,0,6
exhaler,0,2.850000,0.366348,0,4
artisan,0,3.650000,0.587143,0,6
matinal,0,3.350000,0.670820,0,6
peloton,0,3.650000,0.587143,0,6
clôture,0,2.900000,0.307794,0,3
détente,0,2.600000,0.502625,0,6
habitué,0,3.700000,0.656947,0,6
naïveté,0,4.100000,0.552506,0,3
refrain,0,3.600000,0.680557,0,4
sensuel,0,3.800000,0.410391,0,4
versant,0,2.850000,0.366348,0,5
arborer,0,2.900000,0.307794,0,4
barbare,0,3.100000,0.447214,0,5
détenir,0,2.650000,0.489360,0,6
indigne,2,3.450000,0.998683,2,7
meubler,0,2.800000,0.410391,0,4
préjugé,0,3.700000,0.470162,0,4
ralenti,0,3.700000,0.470162,0,4
argenté,0,3.650000,0.587143,0,3
caverne,2,2.900000,0.718185,2,4
chameau,1,2.900000,0.552506,1,5
couture,2,2.350000,0.670820,2,6
musical,0,3.800000,0.615587,0,5
roulant,1,2.650000,0.587143,1,5
anxieux,0,3.500000,0.512989,0,5
compact,0,2.850000,0.489360,0,5
fermeté,0,3.650000,0.489360,0,5
impasse,0,3.500000,0.512989,0,4
inciter,1,2.650000,0.587143,1,4
maudire,0,3.050000,0.223607,0,4
ajuster,0,2.950000,0.223607,0,3
laiteux,0,2.850000,0.366348,0,4
lugubre,0,3.800000,0.410391,0,3
noircir,0,3.550000,0.604805,0,5
valable,0,2.900000,0.307794,0,4
balance,0,2.900000,0.307794,0,5
baptême,0,3.900000,0.307794,0,3
croître,1,3.300000,0.801315,1,4
anxiété,0,4.200000,0.767772,0,5
blafard,0,3.700000,0.571241,0,4
commune,0,2.800000,0.410391,0,5
épicier,0,2.950000,0.223607,0,4
tiédeur,0,3.300000,0.470162,0,3
trotter,1,2.550000,0.604805,1,4
tunique,0,2.650000,0.489360,0,3
vautrer,0,2.900000,0.307794,0,5
cuiller,1,2.300000,0.571241,1,4
éponger,0,2.750000,0.444262,0,4
parfumé,0,3.750000,0.444262,0,5
réfugié,0,3.900000,0.307794,0,4
véranda,0,3.950000,0.223607,0,3
brosser,1,2.200000,0.523148,1,4
teinter,0,2.900000,0.307794,0,5
torchon,0,3.500000,0.760886,0,6
visière,2,2.450000,0.686333,2,5
évasion,0,3.450000,0.510418,0,4
pompier,1,2.600000,0.598243,1,5
robuste,0,3.500000,0.606977,0,4
rouquin,1,3.300000,0.732695,1,4
tutoyer,0,3.450000,0.686333,0,3
gravure,0,3.200000,0.410391,0,5
lâcheté,0,3.950000,0.223607,0,2
lucarne,0,3.750000,0.550120,0,3
rocheux,0,2.950000,0.223607,0,3
branler,0,2.600000,0.502625,0,5
méfiant,0,3.600000,0.598243,0,3
abeille,0,2.900000,0.307794,0,3
faïence,0,3.150000,0.489360,0,3
maintes,0,3.550000,0.510418,0,4
parking,0,3.650000,0.489360,0,4
ardoise,0,3.500000,0.606977,0,3
évacuer,1,2.800000,0.523148,1,4
excéder,0,2.800000,0.410391,0,4
propice,0,3.450000,0.604805,0,5
clameur,0,2.850000,0.366348,0,4
évaluer,2,2.700000,0.656947,2,4
portant,0,2.700000,0.470162,0,6
siennes,1,3.750000,0.716350,1,3
tricher,0,2.800000,0.410391,0,4
variété,0,3.750000,0.444262,0,4
continu,1,2.700000,0.571241,1,5
égorger,0,2.900000,0.307794,0,4
bâtisse,0,3.550000,0.510418,0,3
circuit,0,3.800000,0.523148,0,3
miennes,1,3.750000,0.716350,1,3
peinard,0,3.350000,0.670820,0,5
digérer,0,2.900000,0.307794,0,4
égoïsme,1,4.050000,0.825578,1,6
fugitif,0,4.400000,0.680557,0,3
griffer,0,2.700000,0.470162,0,4
informe,1,3.400000,0.820783,1,4
soutien,0,2.800000,0.410391,0,5
effrayé,0,4.100000,0.640723,0,5
équiper,0,3.550000,0.686333,0,6
froissé,0,3.650000,0.489360,0,4
posture,0,2.700000,0.470162,0,4
advenir,0,3.350000,0.670820,0,5
attrait,0,3.600000,0.680557,0,4
cingler,0,2.900000,0.307794,0,4
colorer,0,2.750000,0.444262,0,5
daigner,2,2.600000,0.680557,1,3
joncher,0,2.600000,0.502625,0,4
pivoter,1,2.550000,0.604805,1,3
sportif,0,3.650000,0.489360,0,3
finesse,0,3.150000,0.587143,0,4
fléchir,0,3.600000,0.598243,0,4
glauque,0,3.550000,0.686333,0,4
laurier,0,2.900000,0.307794,0,3
zézette,0,3.050000,0.394034,0,2
ravager,1,2.750000,0.550120,1,5
crapaud,0,3.700000,0.470162,0,5
ranimer,0,2.900000,0.307794,0,4
moqueur,0,2.900000,0.307794,0,3
netteté,0,3.800000,0.410391,0,3
obséder,0,3.550000,0.510418,0,4
pouffer,1,2.600000,0.598243,1,4
tombant,0,3.000000,0.000000,0,5
malsain,0,3.450000,0.510418,0,4
bassine,0,2.950000,0.223607,0,4
cavaler,1,2.650000,0.587143,1,4
imprévu,0,4.650000,0.587143,0,5
laideur,1,2.650000,0.587143,1,4
maigrir,0,3.400000,0.502625,0,4
ravaler,2,2.500000,0.688247,2,5
récolte,1,2.950000,0.604805,1,4
tribune,0,3.800000,0.410391,0,4
coupole,0,2.750000,0.444262,0,5
éveillé,0,3.300000,0.656947,0,4
godasse,0,3.600000,0.598243,0,3
trousse,1,2.950000,0.686333,1,5
autocar,0,3.800000,0.410391,0,5
corbeau,0,2.700000,0.470162,0,4
fâcheux,0,3.500000,0.606977,0,2
gaulois,0,3.600000,0.502625,0,3
partage,1,2.650000,0.587143,1,7
procédé,0,3.800000,0.523148,0,4
rouille,5,2.300000,0.864505,1,4
ruminer,0,2.850000,0.366348,0,3
tresser,2,2.450000,0.686333,1,4
végétal,0,4.200000,0.767772,0,6
congrès,0,3.600000,0.502625,0,4
finance,0,3.100000,0.640723,0,4
initier,0,2.800000,0.410391,0,6
lessive,0,3.700000,0.571241,0,3
minéral,0,3.650000,0.670820,0,4
pommier,2,2.550000,0.686333,2,5
prodige,0,3.500000,0.688247,0,5
rugueux,0,3.300000,0.656947,0,3
dépense,1,2.950000,0.759155,1,4
facture,0,2.800000,0.410391,0,5
asperge,0,3.700000,0.571241,0,4
souhait,0,3.300000,0.571241,0,4
atteler,0,2.800000,0.410391,0,5
enivrer,0,2.950000,0.223607,0,3
archive,0,3.650000,0.489360,0,3
arraché,0,3.700000,0.571241,0,4
taverne,1,3.100000,0.718185,1,3
antenne,0,2.850000,0.489360,0,4
eunuque,0,3.450000,0.604805,0,2
fausser,1,2.600000,0.598243,1,4
guichet,0,3.800000,0.410391,0,4
barbelé,0,3.750000,0.550120,0,5
évanoui,1,3.850000,0.670820,1,4
moineau,0,2.850000,0.489360,0,5
saouler,0,2.600000,0.502625,0,3
sardine,0,2.900000,0.307794,0,3
carotte,1,2.700000,0.571241,1,4
coureur,1,2.550000,0.604805,1,5
déraper,0,2.700000,0.470162,0,4
hôtesse,0,3.350000,0.670820,0,3
négatif,0,3.900000,0.307794,0,4
veillée,0,3.250000,0.638666,0,6
amasser,0,2.700000,0.470162,0,4
combine,1,2.700000,0.571241,1,7
crouler,0,2.400000,0.502625,0,5
modeler,1,2.800000,0.523148,1,5
réservé,1,3.650000,0.812728,1,7
vareuse,0,3.200000,0.695852,0,5
correct,0,3.100000,0.447214,0,5
égalité,0,3.450000,0.759155,0,3
fourche,0,3.000000,0.000000,0,5
kiosque,0,3.350000,0.489360,0,2
tenture,0,2.750000,0.444262,0,5
ébrouer,0,2.800000,0.410391,0,4
étouffé,0,3.850000,0.366348,0,5
fissure,0,3.150000,0.489360,0,3
fougère,0,3.000000,0.000000,0,4
radical,0,3.700000,0.571241,0,5
refluer,0,2.750000,0.444262,0,4
retenue,0,3.350000,0.587143,0,6
avidité,0,4.000000,0.648886,0,3
entrain,0,3.300000,0.656947,0,4
péniche,0,2.900000,0.640723,0,5
sommier,1,2.600000,0.598243,1,5
troublé,1,3.750000,0.716350,1,7
anormal,0,3.900000,0.307794,0,4
égoïste,1,3.850000,0.670820,1,6
hérésie,0,3.950000,0.223607,0,4
horaire,0,2.900000,0.307794,0,4
moisson,3,2.500000,0.945905,2,4
renouer,0,2.700000,0.470162,0,4
tanguer,0,2.700000,0.470162,0,4
arrondi,0,3.950000,0.223607,0,5
licence,0,3.100000,0.552506,0,3
menotte,0,3.000000,0.000000,0,4
monceau,1,2.700000,0.571241,1,4
punaise,0,3.550000,0.604805,0,3
mélodie,0,3.500000,0.688247,0,5
moyenne,0,3.600000,0.598243,0,3
vestige,1,3.200000,0.695852,1,3
vitrail,0,3.600000,0.502625,0,5
égrener,0,3.100000,0.447214,0,3
fardeau,0,3.050000,0.686333,0,3
fourgon,0,3.150000,0.587143,0,5
maculer,0,2.700000,0.470162,0,4
metteur,1,2.550000,0.604805,1,3
positif,0,3.850000,0.366348,0,4
croquis,0,3.350000,0.670820,0,6
goudron,0,3.500000,0.512989,0,4
mésange,1,3.100000,0.852242,1,3
parrain,0,2.900000,0.307794,0,4
tramway,0,4.100000,0.307794,0,4
ampleur,0,3.350000,0.670820,0,4
endurer,0,2.750000,0.444262,0,5
enrager,1,2.750000,0.550120,1,4
mijoter,0,2.700000,0.470162,0,3
portion,0,2.900000,0.307794,0,6
toiture,2,2.500000,0.688247,2,3
affluer,0,2.950000,0.759155,0,4
altérer,0,2.850000,0.366348,0,4
bégayer,0,3.000000,0.648886,0,2
convier,1,2.650000,0.587143,1,6
distant,0,2.850000,0.366348,0,4
enduire,0,3.100000,0.788069,0,5
hurlant,0,3.000000,0.324443,0,3
bibelot,0,3.750000,0.550120,0,5
côtoyer,0,3.450000,0.686333,0,2
détendu,1,2.950000,0.887041,1,6
luxueux,0,3.500000,0.606977,0,3
prêcher,0,2.700000,0.470162,0,3
solaire,1,2.750000,0.550120,1,3
suspens,0,3.800000,0.615587,0,6
diplôme,0,3.950000,0.223607,0,3
imbiber,0,3.200000,0.410391,0,3
panache,0,2.850000,0.489360,0,4
arbuste,0,3.450000,0.686333,0,4
céleste,0,3.100000,0.307794,0,4
confins,0,3.100000,0.552506,0,6
interne,0,2.800000,0.410391,0,5
planque,0,2.600000,0.502625,0,5
scander,0,2.950000,0.223607,0,3
sceller,0,2.900000,0.307794,0,3
attaché,1,3.450000,0.944513,1,7
attendu,0,3.400000,0.753937,0,6
cloître,1,3.450000,0.759155,1,4
délirer,1,2.300000,0.571241,1,5
initial,0,3.650000,0.587143,0,6
lavande,0,3.500000,0.512989,0,3
libéral,0,3.900000,1.020836,0,6
sculpté,0,3.950000,0.394034,0,3
sixième,1,3.400000,0.753937,1,3
voleter,0,2.950000,0.223607,0,4
attache,1,3.250000,0.786398,1,7
débuter,1,2.700000,0.571241,1,4
fébrile,0,3.600000,0.502625,0,3
mamelon,0,3.200000,0.767772,0,6
résigné,1,3.500000,0.760886,1,5
brioche,0,2.900000,0.447214,0,4
concret,0,2.750000,0.444262,0,5
litanie,0,3.350000,0.587143,0,4
lorgner,0,2.850000,0.366348,0,6
utilité,0,3.600000,0.598243,0,2
escorte,0,3.450000,0.510418,0,4
faiblir,1,3.000000,0.725476,1,4
pédaler,0,2.850000,0.366348,0,3
raideur,1,2.750000,0.550120,1,4
vicieux,0,3.450000,0.604805,0,4
bourbon,1,3.000000,0.794719,1,5
charmer,1,2.600000,0.598243,1,5
croyant,0,3.250000,0.550120,0,4
hospice,0,3.700000,0.571241,0,4
matelot,0,3.400000,0.753937,0,6
mesquin,0,3.700000,0.470162,0,4
obstiné,0,3.850000,0.489360,0,4
spectre,0,3.650000,0.489360,0,4
alléger,0,3.100000,0.640723,0,4
brumeux,0,3.450000,0.604805,0,4
cultivé,0,3.850000,0.366348,0,5
dansant,0,2.800000,0.410391,0,5
entêter,0,2.900000,0.307794,0,4
flasque,0,2.850000,0.587143,0,4
frayeur,0,3.300000,0.571241,0,4
larguer,1,2.600000,0.598243,1,5
mutisme,0,3.550000,0.510418,0,5
pupitre,0,3.600000,0.598243,0,5
sonnant,1,2.750000,0.550120,1,4
soutane,0,2.850000,0.366348,0,5
suédois,0,4.250000,0.550120,0,3
vibrant,0,3.250000,0.444262,0,3
colosse,0,2.750000,0.444262,0,5
costard,1,3.200000,0.833509,1,6
épatant,0,3.150000,0.366348,0,4
meeting,0,3.900000,0.307794,0,3
odorant,0,3.350000,0.670820,0,2
piquant,0,3.350000,0.587143,0,3
pourpre,0,2.900000,0.307794,0,5
prédire,0,3.100000,0.552506,0,4
réchaud,0,3.750000,0.444262,0,4
résider,0,2.600000,0.502625,0,5
sacoche,0,3.250000,0.638666,0,4
troquet,1,2.700000,0.571241,1,7
atteint,0,3.550000,0.604805,0,5
donneur,1,2.350000,0.587143,1,5
ficeler,0,2.750000,0.444262,0,6
fresque,2,2.950000,0.944513,2,4
loufiat,0,3.950000,0.223607,0,4
rythmer,0,3.650000,0.489360,0,2
amarrer,0,2.850000,0.366348,0,4
cabaret,0,3.500000,0.606977,0,4
caleçon,0,3.700000,0.656947,0,5
casquer,1,2.400000,0.598243,1,4
coupant,2,2.450000,0.686333,1,5
cribler,0,2.500000,0.512989,0,4
débâcle,0,3.850000,0.366348,0,4
lanière,2,2.550000,0.686333,1,4
parasol,0,3.750000,0.444262,0,5
activer,0,2.800000,0.410391,0,3
aliment,0,3.550000,0.686333,0,4
canette,0,2.550000,0.510418,0,4
croisée,0,3.100000,0.447214,0,6
galoche,1,2.750000,0.550120,1,5
inertie,0,3.300000,0.571241,0,3
bouille,6,2.250000,0.910465,2,7
moucher,4,2.150000,0.745160,1,4
narguer,1,2.800000,0.523148,1,3
notable,0,3.450000,0.604805,0,5
plongée,0,3.600000,0.598243,0,6
bandeau,0,3.000000,0.648886,0,5
complot,1,3.100000,0.852242,1,6
convive,0,3.200000,0.615587,0,6
cynisme,0,3.550000,0.686333,0,5
effluve,0,3.750000,0.444262,0,4
mendier,0,2.750000,0.444262,0,4
rondeur,1,2.350000,0.587143,1,4
sangler,0,2.650000,0.489360,0,6
brasier,1,2.700000,0.571241,1,5
coffret,0,3.150000,0.489360,0,3
costaud,1,3.300000,0.732695,1,6
cynique,0,2.700000,0.470162,0,5
galette,1,2.650000,0.587143,1,5
haineux,0,3.050000,0.604805,0,4
normand,0,3.650000,0.587143,0,3
omettre,1,3.600000,0.753937,1,2
ornière,0,2.800000,0.410391,0,3
parenté,0,3.350000,0.587143,0,5
support,0,3.700000,0.656947,0,6
auréole,0,3.800000,0.523148,0,3
bestiau,1,3.650000,0.745160,1,7
cinoche,0,3.150000,0.587143,0,4
hectare,0,3.700000,0.571241,0,3
hygiène,0,3.950000,0.223607,0,2
indigné,1,3.450000,0.825578,1,7
louange,1,3.250000,0.716350,1,4
loucher,4,2.300000,0.801315,1,4
martyre,0,3.050000,0.223607,0,5
alarmer,0,2.800000,0.410391,0,3
ballant,0,2.900000,0.552506,0,4
connard,0,3.300000,0.571241,0,4
immonde,0,3.650000,0.587143,0,4
protégé,0,3.650000,0.587143,0,4
relâche,0,3.550000,0.604805,0,4
vicomte,0,3.700000,0.470162,0,4
draguer,1,2.700000,0.571241,1,4
édredon,0,3.900000,0.307794,0,3
mimique,0,2.850000,0.366348,0,3
simuler,0,2.800000,0.410391,0,3
calibre,0,2.900000,0.307794,0,4
cocotte,0,2.750000,0.444262,0,4
guignol,0,3.850000,0.366348,0,4
infirme,1,3.450000,0.759155,1,4
litière,1,2.500000,0.606977,1,4
miauler,0,2.800000,0.410391,0,3
pervers,0,3.500000,0.512989,0,4
raffiné,0,3.900000,0.307794,0,3
réclame,0,3.600000,0.502625,0,4
saccade,1,3.500000,0.827170,1,7
échelon,0,3.700000,0.571241,0,6
escadre,0,3.700000,0.470162,0,4
flétrir,0,3.400000,0.680557,0,4
oeillet,0,2.800000,0.410391,0,3
partagé,1,3.150000,0.670820,1,7
pensant,1,2.550000,0.604805,1,5
rebelle,0,2.950000,0.510418,0,4
songeur,1,2.450000,0.604805,1,4
spirale,0,3.850000,0.366348,0,3
unanime,0,3.700000,0.571241,0,3
abrutir,1,3.200000,0.767772,1,4
brouter,0,2.350000,0.489360,0,5
bruyère,1,3.500000,0.760886,1,5
déduire,2,2.800000,0.894427,1,3
mention,0,2.850000,0.366348,0,5
mirette,1,2.800000,0.523148,1,4
bascule,0,3.500000,0.512989,0,4
déroute,0,3.100000,0.307794,0,5
dévêtir,0,3.300000,0.571241,0,4
dormeur,0,2.650000,0.489360,0,5
durable,0,3.500000,0.512989,0,2
écosser,0,2.600000,0.502625,0,4
espacer,0,2.750000,0.444262,0,4
morsure,0,2.700000,0.470162,0,4
placide,0,3.200000,0.615587,0,5
plumard,0,3.550000,0.604805,0,5
raviser,2,2.450000,0.686333,2,5
relique,0,2.900000,0.307794,0,5
suinter,0,2.850000,0.366348,0,4
banquet,0,2.700000,0.470162,0,4
enliser,0,2.850000,0.366348,0,4
frileux,0,3.000000,0.561951,0,4
terreux,1,2.700000,0.571241,1,7
violacé,0,4.300000,0.732695,0,5
aubaine,0,3.350000,0.489360,0,4
bosquet,1,3.000000,0.725476,1,3
dégoûté,0,3.450000,0.604805,0,4
dévouer,3,2.250000,0.716350,2,5
frivole,0,3.500000,0.688247,0,4
notoire,1,3.300000,0.732695,1,4
relayer,1,2.700000,0.571241,1,5
adonner,0,2.750000,0.444262,0,4
arsenal,0,3.850000,0.366348,0,3
beugler,0,2.800000,0.410391,0,4
bignole,1,3.550000,0.825578,1,4
bronzer,0,2.750000,0.444262,0,4
densité,0,3.650000,0.489360,0,4
déporté,0,3.000000,0.648886,0,5
mourant,2,2.450000,0.686333,2,4
perçant,0,2.700000,0.470162,0,4
siroter,0,2.550000,0.510418,0,3
biberon,0,3.800000,0.523148,0,5
bricole,0,3.100000,0.447214,0,4
centime,0,2.950000,0.223607,0,5
défoncé,0,3.400000,0.680557,0,5
geindre,4,2.650000,1.089423,1,3
latéral,0,3.600000,0.598243,0,3
mosquée,0,3.450000,0.510418,0,3
mouflet,0,2.850000,0.366348,0,5
palette,1,2.700000,0.571241,1,4
restant,0,2.750000,0.444262,0,4
brasser,2,2.200000,0.615587,2,6
clairon,0,3.350000,0.587143,0,4
dénuder,0,2.750000,0.444262,0,4
hirsute,0,3.650000,0.489360,0,2
inspiré,0,3.750000,0.444262,0,4
mortier,1,2.600000,0.598243,1,4
poindre,3,2.400000,0.753937,2,5
précoce,0,3.450000,0.604805,0,4
relater,1,2.500000,0.606977,1,6
routier,0,2.550000,0.510418,0,6
sinueux,0,3.300000,0.470162,0,4
bourdon,1,2.900000,0.788069,1,5
chimère,0,3.250000,0.716350,0,4
composé,0,3.300000,0.571241,0,6
dilater,0,2.750000,0.444262,0,3
épanoui,1,3.750000,0.716350,1,4
incliné,0,3.750000,0.444262,0,5
nombril,0,3.800000,0.410391,0,3
peluche,1,3.100000,0.718185,1,4
pupille,0,2.950000,0.223607,0,5
saillie,1,2.700000,0.571241,1,7
torcher,1,2.400000,0.598243,1,6
accablé,0,3.800000,0.410391,0,4
annuler,0,2.750000,0.444262,0,4
assener,0,2.850000,0.366348,0,5
bariolé,0,3.700000,0.571241,0,4
ébauche,0,3.450000,0.510418,0,4
fronton,0,3.500000,0.688247,0,5
paluche,1,2.950000,0.825578,1,4
parlant,0,2.650000,0.489360,0,5
sourdre,1,2.850000,0.489360,1,5
verdict,0,3.700000,0.470162,0,5
acharné,0,3.700000,0.470162,0,4
amollir,0,3.350000,0.587143,0,4
chômage,0,3.450000,0.510418,0,5
contrée,0,2.850000,0.366348,0,6
déployé,0,3.650000,0.670820,0,5
désarmé,0,3.400000,0.680557,0,4
lorgnon,0,3.450000,0.686333,0,6
stagner,0,3.000000,0.458831,0,4
taulier,1,2.650000,0.587143,1,4
arbitre,0,2.950000,0.394034,0,4
assoupi,0,3.900000,0.552506,0,5
cercler,0,2.900000,0.307794,0,5
colombe,0,3.200000,0.695852,0,5
couplet,1,2.700000,0.571241,1,5
créneau,0,3.150000,0.587143,0,4
feutrer,0,2.650000,0.489360,0,4
menteur,3,2.300000,0.732695,2,5
orateur,0,2.800000,0.410391,0,4
rebuter,0,2.650000,0.489360,0,4
remblai,0,3.900000,0.307794,0,4
emphase,0,3.800000,0.523148,0,4
enculer,0,2.400000,0.502625,0,4
fanfare,0,3.450000,0.510418,0,4
fétiche,0,3.300000,0.656947,0,3
oranger,1,2.800000,0.523148,1,4
patiner,0,2.900000,0.307794,0,5
pudique,0,2.700000,0.470162,0,3
semence,0,2.850000,0.366348,0,5
démêler,0,2.600000,0.502625,0,4
dépêche,0,3.700000,0.470162,0,4
emmêler,0,3.050000,0.686333,0,4
enclume,0,3.500000,0.688247,0,4
engluer,0,2.950000,0.223607,0,4
lyrique,0,2.750000,0.444262,0,5
